Reporter,Partner,Trade Value
USA,Syria,21320
USA,Thailand,26096
USA,Trinidad and Tobago,100552
USA,Tunisia,6412
USA,Turkey,4177
USA,Turks and Caicos Isds,10327
USA,Ukraine,29900
USA,United Arab Emirates,100603
USA,United Kingdom,5166
USA,Venezuela,83281
USA,Viet Nam,10692
USA,World,61416378
Uganda,Burundi,8781
Uganda,Congo,703866
Uganda,Dem. Rep. of the Congo,31994
Uganda,Fmr Sudan,80632
Uganda,Kenya,28064
Uganda,Rwanda,37199
Uganda,Senegal,2818
Uganda,World,893354
Ukraine,"Areas, nes",373
Ukraine,Belarus,323949
Ukraine,Georgia,110969
Ukraine,Hungary,13536100
Ukraine,Kazakhstan,21240
Ukraine,Poland,176500
Ukraine,Rep. of Moldova,2893679
Ukraine,Romania,537139
Ukraine,Russian Federation,24220
Ukraine,Tajikistan,13729
Ukraine,Uzbekistan,44360
Ukraine,World,17682258
United Arab Emirates,Azerbaijan,254784
United Arab Emirates,Bahrain,116937050
United Arab Emirates,Bangladesh,47361
United Arab Emirates,Cameroon,263
United Arab Emirates,"China, Hong Kong SAR",272664
United Arab Emirates,Congo,98
United Arab Emirates,Djibouti,5337
United Arab Emirates,Fmr Sudan,1056925
United Arab Emirates,India,311474265
United Arab Emirates,Iran,303494
United Arab Emirates,Iraq,215031
United Arab Emirates,Kenya,8143
United Arab Emirates,Kuwait,2408853
United Arab Emirates,Kyrgyzstan,14527
United Arab Emirates,Malawi,912
United Arab Emirates,New Zealand,45040
United Arab Emirates,Oman,2226514
United Arab Emirates,Pakistan,2574906
United Arab Emirates,Qatar,397806
United Arab Emirates,Russian Federation,302041
United Arab Emirates,Saudi Arabia,37919694
United Arab Emirates,Seychelles,20511
United Arab Emirates,Singapore,1361
United Arab Emirates,Somalia,106912
United Arab Emirates,South Africa,5434
United Arab Emirates,Sri Lanka,89732
United Arab Emirates,Thailand,859568
United Arab Emirates,Turkmenistan,9572
United Arab Emirates,Uganda,2165
United Arab Emirates,United Kingdom,50
United Arab Emirates,United Rep. of Tanzania,236640
United Arab Emirates,World,478000618
United Arab Emirates,Yemen,202963
United Kingdom,Algeria,11199
United Kingdom,Angola,2408
United Kingdom,Australia,446940
United Kingdom,Austria,96887
United Kingdom,Bahrain,6810
United Kingdom,Belgium,341053
United Kingdom,Brazil,694018
United Kingdom,Canada,5679
United Kingdom,Chile,9817
United Kingdom,"China, Hong Kong SAR",180870
United Kingdom,Colombia,22506
United Kingdom,Cyprus,15178
United Kingdom,Czechia,14620
United Kingdom,Dem. People's Rep. of Korea,79432
United Kingdom,Denmark,77071
United Kingdom,Equatorial Guinea,59107
United Kingdom,Falkland Isds (Malvinas),20078
United Kingdom,Finland,1308143
United Kingdom,Fmr Sudan,900
United Kingdom,France,5262720
United Kingdom,Germany,3187024
United Kingdom,Ghana,1533
United Kingdom,Gibraltar,9058
United Kingdom,Greece,139466
United Kingdom,Guinea,2006
United Kingdom,Guyana,12225
United Kingdom,Hungary,13466
United Kingdom,Iceland,115847
United Kingdom,India,32604
United Kingdom,Indonesia,161022
United Kingdom,Iran,19060
United Kingdom,Ireland,25442081
United Kingdom,Israel,9616
United Kingdom,Italy,640899
United Kingdom,Japan,11370
United Kingdom,Kazakhstan,9354
United Kingdom,Kenya,20292
United Kingdom,Kuwait,29114
United Kingdom,Latvia,15034
United Kingdom,Libya,97965
United Kingdom,Malaysia,3284
United Kingdom,Malta,8030
United Kingdom,Mexico,24926
United Kingdom,Morocco,5064
United Kingdom,Netherlands,361742
United Kingdom,Niger,27007
United Kingdom,Norway,3920797
United Kingdom,Oman,114127
United Kingdom,"Other Asia, nes",159405
United Kingdom,Pakistan,11288
United Kingdom,Panama,47270
United Kingdom,Peru,47420
United Kingdom,Philippines,4848
United Kingdom,Poland,3055
United Kingdom,Portugal,988311
United Kingdom,Qatar,419382
United Kingdom,Rep. of Korea,4630
United Kingdom,Romania,46867
United Kingdom,Russian Federation,312374
United Kingdom,Saint Helena,223328
United Kingdom,Saudi Arabia,159103
United Kingdom,Senegal,6872
United Kingdom,Singapore,120177
United Kingdom,Slovakia,1412
United Kingdom,Slovenia,20706
United Kingdom,South Africa,1824249
United Kingdom,Spain,543533
United Kingdom,Sri Lanka,2671
United Kingdom,Sweden,1501935
United Kingdom,Switzerland,58508
United Kingdom,Thailand,118378
United Kingdom,Trinidad and Tobago,35926
United Kingdom,Tunisia,41068
United Kingdom,Turkey,275587
United Kingdom,USA,5146200
United Kingdom,Ukraine,11036
United Kingdom,United Arab Emirates,289099
United Kingdom,Venezuela,181588
United Kingdom,World,55695677
United Rep. of Tanzania,Burundi,2266940
United Rep. of Tanzania,Dem. Rep. of the Congo,2042
United Rep. of Tanzania,Malawi,1255489
United Rep. of Tanzania,Mozambique,77450
United Rep. of Tanzania,World,3661872
United Rep. of Tanzania,Zambia,59951
Uruguay,Argentina,241213
Uruguay,Brazil,86490
Uruguay,Paraguay,533
Uruguay,World,328236
Venezuela,"Areas, nes",777
Venezuela,Aruba,1324825
Venezuela,Bahamas,1200902
Venezuela,Barbados,492500
Venezuela,Bermuda,244000
Venezuela,Bolivia (Plurinational State of),157949
Venezuela,Br. Virgin Isds,960254
Venezuela,Brazil,789804
Venezuela,Burkina Faso,80000
Venezuela,Colombia,384565
Venezuela,Dominica,2024100
Venezuela,Dominican Rep.,14306256
Venezuela,France,5398017
Venezuela,Guyana,1701134
Venezuela,Haiti,3924006
Venezuela,Neth. Antilles,1837066
Venezuela,Netherlands,40121
Venezuela,Saint Vincent and the Grenadines,748535
Venezuela,Sao Tome and Principe,200000
Venezuela,Spain,750743
Venezuela,Suriname,419009
Venezuela,Turks and Caicos Isds,503782
Venezuela,USA,53866375
Venezuela,World,91354720
Viet Nam,Belgium,2707
Viet Nam,Cambodia,20951
Viet Nam,Indonesia,18525
Viet Nam,Japan,13237
Viet Nam,Lao People's Dem. Rep.,508142
Viet Nam,Sweden,4671
Viet Nam,World,568233
Zambia,Botswana,58349
Zambia,Burundi,1525264
Zambia,Dem. Rep. of the Congo,1980337
Zambia,Malawi,1339684
Zambia,Morocco,2369
Zambia,Pakistan,1479
Zambia,Sierra Leone,656
Zambia,South Africa,23922
Zambia,Thailand,907
Zambia,USA,2218
Zambia,United Rep. of Tanzania,553739
Zambia,World,5492867
Zambia,Zimbabwe,3943
Zimbabwe,Botswana,7022038
Zimbabwe,Congo,387436
Zimbabwe,Dem. Rep. of the Congo,5631876
Zimbabwe,Malawi,15423088
Zimbabwe,Mali,70873
Zimbabwe,Mozambique,1171168
Zimbabwe,Namibia,93425
Zimbabwe,United Rep. of Tanzania,43171
Zimbabwe,World,37187764
Zimbabwe,Zambia,7344689
