Reporter,Partner,Trade Value
Brazil,Chile,212574
Brazil,Colombia,390975
Brazil,Guyana,76888
Brazil,Israel,24780
Brazil,Mexico,6608
Brazil,Mozambique,2502
Brazil,"Other Asia, nes",2650
Brazil,Paraguay,3026915
Brazil,Peru,121623
Brazil,USA,1855532
Brazil,Uruguay,25236
Brazil,World,8121046
Brunei Darussalam,"Areas, nes",144
Brunei Darussalam,Malaysia,578
Brunei Darussalam,World,722
Bulgaria,"Areas, nes",88
Bulgaria,Cambodia,57
Bulgaria,Free Zones,1818
Bulgaria,Gambia,244569
Bulgaria,Greece,332
Bulgaria,Italy,1226815
Bulgaria,Malta,90
Bulgaria,Mauritania,2300098
Bulgaria,Nigeria,803936
Bulgaria,Panama,66
Bulgaria,Russian Federation,72
Bulgaria,Saint Vincent and the Grenadines,49
Bulgaria,Serbia and Montenegro,326949
Bulgaria,Spain,6430678
Bulgaria,TFYR of Macedonia,2773551
Bulgaria,Tunisia,2161139
Bulgaria,USA,10847942
Bulgaria,Ukraine,56
Bulgaria,World,27118305
Burkina Faso,Mali,707645
Burkina Faso,Niger,113486
Burkina Faso,World,821131
Cameroon,Belgium,282
Cameroon,Central African Rep.,1281126
Cameroon,Chad,9677694
Cameroon,Congo,204733
Cameroon,Equatorial Guinea,2120065
Cameroon,Gabon,449745
Cameroon,Guinea,21662
Cameroon,Sao Tome and Principe,494209
Cameroon,World,14249515
Canada,Australia,4813
Canada,Brazil,3418
Canada,China,97703
Canada,"China, Hong Kong SAR",114687
Canada,Colombia,2753
Canada,Czechia,72587
Canada,Dominican Rep.,38026
Canada,Ecuador,1333
Canada,Egypt,15371
Canada,France,83
Canada,India,1033
Canada,Iran,2838
Canada,Italy,18576
Canada,Jamaica,83785
Canada,Japan,40504
Canada,Mongolia,26147
Canada,Philippines,2964
Canada,Poland,43929
Canada,Rep. of Korea,39890
Canada,Romania,35109
Canada,Russian Federation,21535
Canada,Saint Kitts and Nevis,1638
Canada,Saudi Arabia,18107
Canada,Singapore,25831
Canada,Slovakia,11832
Canada,South Africa,191
Canada,Turkey,744
Canada,USA,308121532
Canada,Ukraine,44846
Canada,United Kingdom,9839
Canada,Viet Nam,10297
Canada,World,308911941
Chile,"Areas, nes",83
Chile,Argentina,1449
Chile,Bolivia (Plurinational State of),1275
Chile,Cuba,49377
Chile,Peru,540
Chile,World,52724
China,Argentina,13070
China,Australia,2481580
China,Bangladesh,4720
China,Belgium,82776
China,Brazil,150
China,Canada,240
China,Chile,5865
China,"China, Hong Kong SAR",33889184
China,"China, Macao SAR",741529
China,Congo,2765560
China,Costa Rica,105
China,Cuba,49076
China,Dem. People's Rep. of Korea,759711
China,Equatorial Guinea,495469
China,Ethiopia,3502
China,Fiji,14460
China,France,13027
China,Germany,2030
China,Ghana,1200
China,Greece,9720
China,Guinea,506626
China,India,76350
China,Indonesia,680155
China,Iran,34255
China,Ireland,58864
China,Italy,166518
China,Jamaica,2213709
China,Japan,3670879
China,Kazakhstan,165909
China,Kenya,93573
China,Kyrgyzstan,1113
China,Lao People's Dem. Rep.,385362
China,Liberia,217500
China,Malaysia,379238
China,Mexico,640584
China,Mongolia,1110961
China,Mozambique,1384
China,Myanmar,2721747
China,Netherlands,233845
China,New Zealand,37622
China,Nigeria,2200
China,Norway,24
China,"Oceania, nes",4260
China,"Other Asia, nes",15910145
China,Pakistan,28909
China,Palau,218
China,Peru,100
China,Philippines,73985
China,Portugal,19000
China,Rep. of Korea,28658103
China,Romania,78211
China,Russian Federation,46106
China,Seychelles,535
China,Singapore,273044
China,South Africa,16456
China,Spain,6316
China,Sri Lanka,4200
China,Sweden,2556
China,Switzerland,100
China,Thailand,115236
China,Turkey,10981
China,Turkmenistan,251
China,USA,61260790
China,United Arab Emirates,16320
China,United Kingdom,81258
China,United Rep. of Tanzania,393
China,Uzbekistan,22410
China,Venezuela,23648
China,Viet Nam,2919496
China,World,164304819
China,Zimbabwe,400
"China, Hong Kong SAR",China,270825
"China, Hong Kong SAR","China, Macao SAR",2967627
"China, Hong Kong SAR",Ireland,3897
"China, Hong Kong SAR",World,3242348
"China, Macao SAR",China,1002106
"China, Macao SAR","China, Hong Kong SAR",2681840
"China, Macao SAR",World,3683946
Colombia,Anguilla,248285
Colombia,Antigua and Barbuda,53250
Colombia,"Areas, nes",102848
Colombia,Aruba,1319921
Colombia,Barbados,11486
Colombia,Bolivia (Plurinational State of),44037
Colombia,Br. Virgin Isds,117002
Colombia,Brazil,22733
Colombia,Chile,278154
Colombia,Costa Rica,92146
Colombia,Dominica,37311
Colombia,Dominican Rep.,5067715
Colombia,Ecuador,1666264
Colombia,Guatemala,130740
Colombia,Guyana,147014
Colombia,Haiti,4542517
Colombia,Honduras,142240
Colombia,Jamaica,924757
Colombia,Neth. Antilles,1457564
Colombia,Nicaragua,16
Colombia,Panama,8128302
Colombia,Peru,2832303
Colombia,Saint Kitts and Nevis,181187
Colombia,Saint Lucia,653230
Colombia,Saint Vincent and the Grenadines,270772
Colombia,Suriname,2017355
Colombia,Trinidad and Tobago,7293
Colombia,Turks and Caicos Isds,17648
Colombia,USA,57909312
Colombia,Uruguay,7504
Colombia,Venezuela,1039
Colombia,World,88431945
Costa Rica,"Areas, nes",29
Costa Rica,El Salvador,1338246
Costa Rica,Guatemala,5603574
Costa Rica,Nicaragua,1364091
Costa Rica,Panama,344882
Costa Rica,World,8650822
Croatia,Albania,4199425
Croatia,Australia,54845
Croatia,Austria,88505
Croatia,Belgium,15073
Croatia,Bosnia Herzegovina,28430863
Croatia,Chile,91824
Croatia,Czechia,78459
Croatia,Denmark,6947
Croatia,Egypt,73944
Croatia,Germany,4902378
Croatia,Greece,259772
Croatia,Guatemala,10028
Croatia,Hungary,430357
Croatia,India,23247
Croatia,Indonesia,108674
Croatia,Israel,75144
Croatia,Italy,15712044
Croatia,Japan,219
Croatia,Lithuania,8078
Croatia,Malaysia,289899
Croatia,Mexico,263579
Croatia,Morocco,92204
Croatia,Netherlands,2218434
Croatia,"Other Asia, nes",8045
Croatia,Pakistan,20885
Croatia,Peru,67500
Croatia,Poland,536983
Croatia,Portugal,119857
Croatia,Rep. of Korea,6264
Croatia,Romania,114424
Croatia,Serbia and Montenegro,2419777
Croatia,Singapore,16308
Croatia,Slovakia,71128
Croatia,Slovenia,1513382
Croatia,South Africa,125946
Croatia,Spain,1709677
Croatia,Syria,19218
Croatia,TFYR of Macedonia,89754
Croatia,Thailand,14925
Croatia,Turkey,61675
Croatia,USA,6358538
Croatia,United Kingdom,1215172
Croatia,Venezuela,131471
Croatia,World,72054871
Cuba,"Areas, nes",38577
Cuba,Bahamas,700162
Cuba,Bermuda,517480
Cuba,Brazil,2379027
Cuba,Cayman Isds,674696
Cuba,Dominican Rep.,18664990
Cuba,Haiti,11834566
Cuba,Neth. Antilles,53978
Cuba,Turks and Caicos Isds,86683
Cuba,World,34950159
Cyprus,Greece,8029
Cyprus,Italy,31
Cyprus,Lebanon,21
Cyprus,Libya,404210
Cyprus,Spain,5931007
Cyprus,Tunisia,2593166
Cyprus,USA,854687
Cyprus,United Kingdom,4613185
Cyprus,World,14404336
Czechia,Austria,473757
Czechia,Belgium,1579
Czechia,Croatia,204
Czechia,Denmark,9444
Czechia,France,46924
Czechia,Germany,25023149
Czechia,Hungary,291978
Czechia,Italy,311
Czechia,Poland,720232
Czechia,Rep. of Korea,12903
Czechia,Russian Federation,7994
Czechia,Slovakia,6901430
Czechia,World,33489905
Côte d'Ivoire,"Areas, nes",784
Côte d'Ivoire,Burkina Faso,11088911
Côte d'Ivoire,Congo,33059
Côte d'Ivoire,Gabon,163051
Côte d'Ivoire,Guinea,414668
Côte d'Ivoire,Liberia,53701
Côte d'Ivoire,Mali,28260744
Côte d'Ivoire,Sao Tome and Principe,14720
Côte d'Ivoire,World,40029640
Denmark,Faeroe Isds,4608
Denmark,Finland,13242
Denmark,France,8513
Denmark,Germany,2692
Denmark,Greenland,112835
Denmark,Iceland,138
Denmark,Japan,9972
Denmark,Neth. Antilles,84
Denmark,Netherlands,29242
Denmark,Norway,667954
Denmark,Poland,4176
Denmark,Special Categories,73299314
Denmark,Sweden,2449243
Denmark,USA,1592
Denmark,World,76603604
Dominican Rep.,Haiti,4479193
Dominican Rep.,Kenya,4161
Dominican Rep.,Neth. Antilles,55
Dominican Rep.,Turks and Caicos Isds,7380
Dominican Rep.,USA,3755
Dominican Rep.,World,4494544
Ecuador,Colombia,495698
Ecuador,World,495698
Egypt,Albania,650849
Egypt,Algeria,3929065
Egypt,Angola,1480000
Egypt,Bahrain,2717
Egypt,Benin,475000
Egypt,Cameroon,5091188
Egypt,"China, Hong Kong SAR",6889
Egypt,Fmr Sudan,1931793
Egypt,Germany,558
Egypt,Ghana,1988517
Egypt,Guinea,1651166
Egypt,India,14600
Egypt,Israel,16696
Egypt,Italy,859000
Egypt,Jordan,852698
Egypt,Kenya,14596
Egypt,Lebanon,37750
Egypt,Libya,13223505
Egypt,Mauritania,20241
Egypt,Oman,4133
Egypt,Philippines,380000
Egypt,Saudi Arabia,487382
Egypt,Senegal,6197800
Egypt,Sierra Leone,627000
Egypt,Somalia,2548921
Egypt,State of Palestine,522983
Egypt,Syria,980916
Egypt,Togo,1094625
Egypt,Tunisia,2704750
Egypt,USA,493000
Egypt,United Arab Emirates,1263867
Egypt,World,51756367
Egypt,Yemen,2181336
Egypt,Zambia,18186
Egypt,Zimbabwe,4640
El Salvador,Austria,8439
El Salvador,Belize,1844983
El Salvador,Guatemala,182675
El Salvador,Honduras,1453760
El Salvador,Nicaragua,8253
El Salvador,USA,1921
El Salvador,World,3500033
Estonia,Angola,806481
Estonia,Benin,393711
Estonia,Cyprus,72
Estonia,Denmark,115
Estonia,Faeroe Isds,2005
Estonia,Finland,2385126
Estonia,Germany,1700584
Estonia,Ghana,670722
Estonia,Latvia,2186871
Estonia,Liberia,95
Estonia,Lithuania,412360
Estonia,Malta,147
Estonia,Norway,34
Estonia,Panama,112
Estonia,Russian Federation,38655
Estonia,Sweden,23369
Estonia,Togo,242428
Estonia,USA,348
Estonia,United Kingdom,502
Estonia,World,8863739
Ethiopia,Djibouti,51065
Ethiopia,World,51065
Fiji,"Areas, nes",1727
Fiji,Australia,1495
Fiji,Cook Isds,15644
Fiji,French Polynesia,843645
Fiji,Kiribati,44119
Fiji,Marshall Isds,11958
Fiji,New Zealand,959
Fiji,Rep. of Korea,16567
Fiji,Samoa,394046
Fiji,Tonga,521018
Fiji,Tuvalu,126084
Fiji,US Misc. Pacific Isds,494043
Fiji,Vanuatu,335210
Fiji,Wallis and Futuna Isds,75018
Fiji,World,2881533
Finland,Estonia,32858
Finland,Norway,53136
Finland,Russian Federation,4538
Finland,Sweden,14106
Finland,World,104638
France,Algeria,4011417
France,Andorra,3353390
France,Argentina,19826
France,Australia,136892
France,Austria,32099
France,Barbados,944
France,Belgium,6721885
France,Benin,24546
France,Brazil,830795
France,Brunei Darussalam,11329
France,Cameroon,686350
France,Canada,3776
France,China,22658
France,"China, Hong Kong SAR",33987
France,Colombia,84968
France,Congo,8497
France,Croatia,20770
France,Cuba,194481
France,Czechia,143501
France,Côte d'Ivoire,27378
France,Djibouti,106682
France,Egypt,93464
France,Finland,4720
France,French Polynesia,143501
France,Gabon,51925
France,Germany,16985032
France,Ghana,7553
France,Greece,138780
France,Guinea,37763
France,Guinea-Bissau,944
France,Hungary,16994
France,India,84024
France,Indonesia,386131
France,Iran,50037
France,Ireland,18882
France,Israel,237909
France,Italy,10338674
France,Japan,120843
France,Kuwait,34931
France,Latvia,7553
France,Liberia,7553
France,Libya,2225208
France,Luxembourg,654251
France,Madagascar,3776
France,Malaysia,16049
France,Malta,78359
France,Mauritania,194481
France,Mayotte,12273
France,Mexico,169935
France,Morocco,26434
France,Mozambique,35875
France,Netherlands,1071536
France,New Caledonia,109514
France,Nigeria,250183
France,"Other Asia, nes",134060
France,Pakistan,944
France,Poland,18882
France,Portugal,1581342
France,Rep. of Korea,79303
France,Romania,10385
France,Russian Federation,17938
France,Senegal,68918
France,Seychelles,1888
France,Singapore,317213
France,South Africa,1434065
France,Spain,10989148
France,Sweden,114234
France,Switzerland,1125349
France,Thailand,20770
France,Togo,20770
France,Tunisia,108570
France,Turkey,142557
France,Turkmenistan,104793
France,USA,11143978
France,Ukraine,8497
France,United Arab Emirates,301163
France,United Kingdom,7716950
France,Viet Nam,944
France,Wallis and Futuna Isds,7553
France,World,85561472
Gabon,Angola,83523
Gabon,Cameroon,12198
Gabon,Congo,109884
Gabon,Guinea,1124300
Gabon,Nigeria,15134
Gabon,Sao Tome and Principe,204776
Gabon,World,1549815
Gambia,United Arab Emirates,518
Gambia,World,518
Georgia,Austria,1
Georgia,Azerbaijan,56252
Georgia,Germany,2
Georgia,World,56255
Germany,Algeria,2165000
Germany,"Areas, nes",40000
Germany,Austria,21039000
Germany,Belarus,46000
Germany,Belgium,23573000
Germany,Bosnia Herzegovina,1000
Germany,Bulgaria,48000
Germany,Cabo Verde,1000
Germany,Chad,375000
Germany,Chile,12000
Germany,China,8000
Germany,"China, Hong Kong SAR",3000
Germany,Colombia,13000
Germany,Costa Rica,113000
Germany,Cyprus,4000
Germany,Czechia,156000
Germany,Côte d'Ivoire,113000
Germany,Denmark,1805000
Germany,Ecuador,530000
Germany,Egypt,2342000
Germany,El Salvador,17000
Germany,Estonia,1000
Germany,Finland,37000
Germany,France,14770000
Germany,Ghana,2268000
Germany,Greece,25000
Germany,Hungary,188000
Germany,India,18000
Germany,Iran,100000
Germany,Ireland,472000
Germany,Israel,36000
Germany,Italy,721000
Germany,Japan,12000
Germany,Kazakhstan,523000
Germany,Kuwait,291000
Germany,Latvia,4000
Germany,Libya,803000
Germany,Lithuania,4000
Germany,Luxembourg,1671000
Germany,Malaysia,26000
Germany,Mali,2000
Germany,Mexico,7000
Germany,Mongolia,8000
Germany,Namibia,50000
Germany,Netherlands,122309000
Germany,New Zealand,4000
Germany,Nigeria,3386000
Germany,Norway,2980000
Germany,"Other Asia, nes",3000
Germany,Poland,5035000
Germany,Portugal,1845000
Germany,Rep. of Korea,5000
Germany,Romania,18000
Germany,Russian Federation,860000
Germany,Saudi Arabia,3000
Germany,Senegal,10000
Germany,Serbia and Montenegro,195000
Germany,Slovakia,427000
Germany,Slovenia,4000
Germany,South Africa,67000
Germany,Spain,5597000
Germany,Sweden,145000
Germany,Switzerland,5576000
Germany,Syria,50000
Germany,Trinidad and Tobago,161000
Germany,Turkey,43000
Germany,USA,60000
Germany,Ukraine,40000
Germany,United Arab Emirates,67000
Germany,United Kingdom,7606000
Germany,Uzbekistan,59000
Germany,Venezuela,259000
Germany,World,231255000
Greece,Albania,11202485
Greece,Algeria,1026348
Greece,"Areas, nes",11432298
Greece,Bulgaria,713006
Greece,Cameroon,292274
Greece,Cyprus,986962
Greece,Denmark,1983777
Greece,France,5038094
Greece,Ireland,1919735
Greece,Israel,44086
Greece,Italy,4800729
Greece,Libya,414631
Greece,Morocco,774991
Greece,Nigeria,2181174
Greece,Portugal,138880
Greece,Romania,335293
Greece,Russian Federation,675
Greece,Saudi Arabia,12029
Greece,Senegal,691265
Greece,Serbia and Montenegro,3713391
Greece,Spain,3632293
Greece,Sweden,1925
Greece,Switzerland,47
Greece,TFYR of Macedonia,820112
Greece,Turkey,90551
Greece,USA,30993464
Greece,Ukraine,39527
Greece,United Kingdom,21591186
Greece,Uruguay,52542
Greece,World,104923770
Guatemala,"Areas, nes",941
Guatemala,Belize,27231
Guatemala,Costa Rica,2865
Guatemala,El Salvador,356092
Guatemala,Honduras,328081
Guatemala,Mexico,2278
Guatemala,Nicaragua,164083
Guatemala,Panama,20923
Guatemala,World,902494
Guinea,Mali,7140
Guinea,World,7140
Guyana,"Areas, nes",6
Guyana,World,6
Honduras,"Areas, nes",106153
Honduras,Belgium,91257
Honduras,Belize,542848
Honduras,USA,103960
Honduras,World,844218
Hungary,Austria,4014000
Hungary,Bosnia Herzegovina,13076000
Hungary,Croatia,995000
Hungary,Germany,96000
Hungary,Romania,25000
Hungary,Russian Federation,2000
Hungary,Slovakia,118000
Hungary,Slovenia,1048000
Hungary,TFYR of Macedonia,2000
Hungary,USA,42000
Hungary,United Kingdom,7000
Hungary,World,19425000
Iceland,Bulgaria,18
Iceland,Malta,73
Iceland,Switzerland,47
Iceland,World,138
India,Australia,2357
India,Bahrain,86160
India,Bangladesh,8595616
India,Cameroon,54263
India,Canada,1540103
India,China,1727
India,Dem. People's Rep. of Korea,7614
India,Ethiopia,8837
India,France,401464
India,Germany,42
India,Indonesia,331768
India,Italy,4447038
India,Kenya,837246
India,Kuwait,4758097
India,Malaysia,2609
India,Maldives,1250885
India,Mauritius,2467086
India,Mozambique,7052
India,Nepal,7091504
India,Nigeria,5109380
India,Oman,618181
India,"Other Asia, nes",337418
India,Pakistan,1985
India,Philippines,10501
India,Qatar,3876906
India,Saudi Arabia,705952
India,Singapore,20631
India,Somalia,692569
India,South Africa,359373
India,Spain,7936516
India,Sri Lanka,22377469
India,Syria,3539
India,Thailand,679536
India,Turkey,27565
India,USA,1787325
India,Uganda,3636
India,United Arab Emirates,18284353
India,United Rep. of Tanzania,23237
India,World,102663248
India,Yemen,7915244
India,Zambia,464
Indonesia,Angola,1644280
Indonesia,Australia,1711040
Indonesia,Bangladesh,19193427
Indonesia,Belgium,2518834
Indonesia,Benin,403383
Indonesia,Cabo Verde,359625
Indonesia,Cambodia,1042202
Indonesia,China,336992
Indonesia,"China, Hong Kong SAR",982019
Indonesia,Christmas Isds,19518
Indonesia,Comoros,1406534
Indonesia,Côte d'Ivoire,2508120
Indonesia,Eritrea,401982
Indonesia,French Polynesia,553591
Indonesia,Ghana,1558522
Indonesia,Guinea,3129166
Indonesia,Japan,256890
Indonesia,Madagascar,1692187
Indonesia,Malaysia,11589666
Indonesia,Maldives,1386160
Indonesia,Mauritius,4388532
Indonesia,Myanmar,68505
Indonesia,Netherlands,1913310
Indonesia,New Zealand,1674640
Indonesia,Nigeria,15389241
Indonesia,"Other Asia, nes",7033451
Indonesia,Philippines,5307769
Indonesia,Seychelles,156000
Indonesia,Singapore,11851374
Indonesia,South Africa,46
Indonesia,Spain,320703
Indonesia,Sri Lanka,3773573
Indonesia,Thailand,540050
Indonesia,Timor-Leste,1276376
Indonesia,Togo,625600
Indonesia,Tonga,1120
Indonesia,USA,2837519
Indonesia,Viet Nam,1978663
Indonesia,World,111830610
Iran,Afghanistan,2935623
Iran,Armenia,72196
Iran,Azerbaijan,5657405
Iran,Bahrain,73681
Iran,Belgium,1765
Iran,Eritrea,250505
Iran,France,15
Iran,Gambia,748541
Iran,India,4819
Iran,Indonesia,1385
Iran,Iraq,2428293
Iran,Kazakhstan,36355
Iran,Kuwait,4182892
Iran,Pakistan,395763
Iran,Qatar,3021034
Iran,Saudi Arabia,7707251
Iran,South Africa,264416
Iran,Spain,967672
Iran,Tajikistan,24926
Iran,Turkey,26
Iran,Turkmenistan,2320814
Iran,United Arab Emirates,1711371
Iran,Uzbekistan,2354
Iran,World,32811819
Iran,Yemen,2717
Ireland,Russian Federation,354
Ireland,United Kingdom,43146417
Ireland,World,43146771
Israel,Chile,7000
Israel,Ireland,7000
Israel,Italy,80000
Israel,Nigeria,13000
Israel,"Other Africa, nes",34000
Israel,Portugal,27000
Israel,TFYR of Macedonia,57000
Israel,United Kingdom,25000
Israel,World,250000
Italy,Albania,20409280
Italy,Algeria,1044198
Italy,Argentina,12242
Italy,Australia,14488
Italy,Austria,1598634
Italy,Belgium,1998849
Italy,Benin,5548
Italy,Bosnia Herzegovina,351301
Italy,Brazil,103516
Italy,Bulgaria,37477
Italy,Cabo Verde,186927
Italy,Cameroon,166776
Italy,China,41463
Italy,"China, Hong Kong SAR",1313
Italy,Colombia,905
Italy,Congo,33228
Italy,Croatia,1312032
Italy,Cuba,5419
Italy,Cyprus,14138
Italy,Czechia,29429
Italy,Côte d'Ivoire,76866
Italy,Denmark,247
Italy,Ecuador,4761
Italy,Egypt,24736
Italy,Eritrea,14510
Italy,Ethiopia,18598
Italy,Finland,81987
Italy,Fmr Sudan,1652
Italy,France,9762779
Italy,French Polynesia,14193
Italy,Gabon,1052
Italy,Georgia,3819
Italy,Germany,888384
Italy,Ghana,133732
Italy,Greece,979419
Italy,Guatemala,10145
Italy,Guinea,27236
Italy,Hungary,134600
Italy,India,14172
Italy,Ireland,1209876
Italy,Israel,7754
Italy,Jamaica,12391
Italy,Japan,2092
Italy,Jordan,28195
Italy,Kazakhstan,86571
Italy,Kenya,756
Italy,Kuwait,28496
Italy,Lebanon,3084
Italy,Libya,343590
Italy,Lithuania,1177
Italy,Luxembourg,87654
Italy,Madagascar,727
Italy,Malaysia,4583
Italy,Malta,10032299
Italy,Morocco,3759
Italy,Netherlands,6626780
Italy,New Caledonia,6857
Italy,New Zealand,42177
Italy,Nigeria,92520
Italy,Norway,714
Italy,"Other Asia, nes",16112
Italy,Peru,6452
Italy,Poland,38915
Italy,Portugal,5800749
Italy,Rep. of Moldova,3876
Italy,Romania,156525
Italy,Russian Federation,30278
Italy,Saudi Arabia,455936
Italy,Senegal,170493
Italy,Serbia and Montenegro,3016839
Italy,Sierra Leone,3771
Italy,Singapore,4955
Italy,Slovakia,9628
Italy,Slovenia,4425037
Italy,South Africa,757
Italy,Spain,11394561
Italy,Sweden,416262
Italy,Switzerland,10258415
Italy,Syria,8390
Italy,TFYR of Macedonia,955
Italy,Tunisia,13231
Italy,Turkey,27134
Italy,USA,15022
Italy,Ukraine,9590
Italy,United Arab Emirates,29875
Italy,United Kingdom,140385
Italy,United Rep. of Tanzania,1066
Italy,World,94637310
Jamaica,Guyana,215994
Jamaica,World,215994
Japan,Argentina,54837
Japan,Australia,9604177
Japan,Bahamas,4494
Japan,Bangladesh,56493
Japan,Brunei Darussalam,36851
Japan,China,31723539
Japan,"China, Hong Kong SAR",33385707
Japan,"China, Macao SAR",579986
Japan,Côte d'Ivoire,4111652
Japan,France,3111
Japan,Ghana,694563
Japan,Guam,1719653
Japan,Indonesia,13339
Japan,Kenya,3139296
Japan,Lao People's Dem. Rep.,1727
Japan,Malaysia,2824372
Japan,Myanmar,51111
Japan,N. Mariana Isds,6238
Japan,New Zealand,3047
Japan,Nigeria,7368117
Japan,"Other Asia, nes",7998981
Japan,Papua New Guinea,1186187
Japan,Philippines,5088111
Japan,Rep. of Korea,8401468
Japan,Singapore,28244798
Japan,South Africa,3335
Japan,Sri Lanka,12204
Japan,Thailand,79165
Japan,Tunisia,11828
Japan,Tuvalu,14219
Japan,USA,109203
Japan,United Arab Emirates,857739
Japan,Viet Nam,1408783
Japan,World,148798333
Jordan,Australia,2007
Jordan,Eritrea,3514
Jordan,Fmr Sudan,13527470
Jordan,Free Zones,313121
Jordan,Iraq,846
Jordan,Israel,1656510
Jordan,Nigeria,1555743
Jordan,Saudi Arabia,116490
Jordan,State of Palestine,6523213
Jordan,Syria,16200018
Jordan,World,39898932
Kazakhstan,China,875500
Kazakhstan,Kyrgyzstan,85200
Kazakhstan,Russian Federation,279700
